codigo_ocorrencia4,recomendacao_numero,recomendacao_dia_assinatura,recomendacao_dia_encaminhamento,recomendacao_dia_feedback,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario,,,,,,,
43062,A-596/CENIPA/2013 - 001,2014-01-10,2014-12-15,2015-10-02,Tendo em vista os fatos observados e relatados neste relatório,,,,,,,,,,
43027,IG-521/CENIPA/2017 - 01,2017-11-30,2017-11-30,NULL,Atuar junto à DRAWANZ ? MOTORES AERONÁUTICOS LTDA,,,,,,,,,,
43027,IG-521/CENIPA/2017 - 02,2017-11-30,2017-11-30,NULL,Atuar junto à DRAWANZ ? MOTORES AERONÁUTICOS LTDA,,,,,,,,,,
42997,150/2012,2012-03-22,2012-04-20,NULL,"""Estabelecer um procedimento de manutenção padrão",,,, Seção 3.2," """"""""Post-Overhaul Testing""""""""", quando da realização das atividades de manutenção voltadas para o ensaio em bancada de Magnetos modelo D-3000," ao final dos procedimentos de revisão geral de magnetos ou inspeção de manutenção."""""";***;TEMA;TEMA TECNOLOGIA MANUTENÇÃO DE AERONAVES",,,
42997,151/2012,2012-03-22,2012-04-20,NULL,"""Estabelecer um procedimento de manutenção padrão",,,, Seção 3.3," """"""""Harness Testing""""""""", quando da realização das atividades de manutenção voltadas para inspeção de cablagens de magnetos modelo D-3000," ao final dos procedimentos de inspeção de manutenção."""""";***;TEMA;TEMA TECNOLOGIA MANUTENÇÃO DE AERONAVES",,,
42997,152/2012,2012-03-22,2012-04-20,NULL,"""Estabelecer um procedimento de manutenção padrão",,,, conforme é mostrada na página 2 do FORM 15-810B," """"""""Troubleshooting Techniques for the Precision Airmotive RSA Fuel Metering System""""""""."""""";***;TEMA;TEMA TECNOLOGIA MANUTENÇÃO DE AERONAVES",,,,,
42997,153/2012,2012-03-22,2012-04-20,NULL,Promover reciclagem para os mecânicos da empresa quanto ao correto manuseio de equipamentos de teste e manuais para produtos aeronáuticos,,,,,,,,,,
42997,154/2012,2012-03-22,2012-04-20,NULL,Revisar o Manual Geral de Manutenção da empresa,,,,,,,,,,
42997,155/2012,2012-03-22,2012-04-20,2012-08-21,Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de Táxi-Aéreo e Oficinas de Manutenção,,,,,,,,,,
42983,105/2011,2011-07-21,2011-01-08,2011-09-16,Divulgar esse Relatório Final junto aos operadores de helicóptero,,,,,,,,,,
42983,106/2011,2011-07-21,2011-01-08,2014-07-17,Reforçar junto aos pilotos de helicóptero,,,,,,,,,,
42921,204/2012,2012-02-07,2012-08-08,2012-09-27,Divulgar os ensinamentos do presente relatório aos operadores de helicóptero.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
42921,205/2012,2012-02-07,2012-08-08,2012-09-27,Atuar junto à Oficina Fênix Manutenção e Recuperação de Aeronaves Ltda. para que realize a correta confecção do mapa de diretrizes de aeronavegabilidade quando da realização de IAM ou do cumprimento de uma AD/DA nas aeronaves,,,,,,,,,,
42919,271/2011,2011-09-23,2011-09-23,NULL,Estabelecer procedimento de manutenção padrão,,,,,,,,,,
42919,272/2011,2011-09-23,2011-09-23,NULL,Reavaliar se o Manual de Procedimentos de Inspeção (MPI) da empresa,,,,,,,,,,
42919,273/2011,2011-09-23,2011-09-23,NULL,Divulgar o conteúdo dos procedimentos descritos em seu MPI,,,,,,,,,,
42919,274/2011,2011-09-23,2011-09-23,NULL,Adotar os procedimentos previstos pelo fabricante do motor da aeronave,,,,,,,,,,
42919,275/2011,2011-09-23,2011-09-23,NULL,Reavaliar se o Manual Geral de Manutenção (MGM) da empresa,,,,,,,,,,
42919,276/2011,2011-09-23,2011-09-23,NULL,Divulgar o conteúdo dos procedimentos descritos em seu MGM,,,,,,,,,,
42919,277/2011,2011-09-23,2011-09-29,2012-06-11,Reavaliar se o MGM da Jotan Táxi Aéreo Ltda. está atendendo o previsto em regulamentos específicos,,,,,,,,,,
42919,278/2011,2011-09-23,2011-09-29,2012-09-19,Reavaliar se o MPI da Birigui Manutenção de Aeronaves Ltda. está atendendo o previsto em regulamentos específicos,,,,,,,,,,
42919,279/2011,2011-09-23,2011-09-29,2012-09-19,Realizar uma Vistoria de Segurança de Voo na Oficina Birigui Manutenção de Aeronaves Ltda.,,,,,,,,,,
42758,A-507/CENIPA/2018-01,2019-03-09,2019-10-09,2019-09-24,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
42723,409/2011,2011-12-21,2012-06-02,2012-02-05,Divulgar os ensinamentos colhidos na presente investigação às oficinas de manutenção,,,,,,,,,,
42723,410/2011,2011-12-21,2012-06-02,2012-02-07,Intensificar as vistorias de rampa no Aeroporto Atlas Brasil Cantanhede (SBBV),,,,,,,,,,
42723,411/2011,2011-12-21,2012-06-02,NULL,Divulgar os ensinamentos colhidos na presente investigação aos mecânicos,,,,,,,,,,
42723,411/D/11,2011-12-21,2012-06-02,NULL,Divulgar os ensinamentos colhidos na presente investigação aos mecânicos,,,,,,,,,,
42718,153/2011,2011-07-21,2011-07-21,NULL,Estabelecer medidas no sentido de possuir um Diretor de Segurança de Voo mais atuante,,,,,,,,,,
42718,154/2011,2011-07-21,2011-08-25,2011-09-23,Divulgar os ensinamentos deste Relatório aos Aeroclubes e Escolas de Aviação.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
42565,265/2011,2011-09-23,2011-09-23,NULL,Adotar mecanismos de controle interno de forma a garantir que os serviços de manutenção executados pela oficina cumpram integralmente os itens de inspeção e revisão preconizados pelos fabricantes das aeronaves,,,,,,,,,,
42565,266/D/11,2011-09-23,2011-09-23,NULL,Programar atividades educativas e promocionais visando estabelecer nessa organização uma cultura positiva de segurança de voo,,,, CFIT e incursão em pista.;***;AEROC-SJC;AEROCLUBE DE SÃO JOSÉ DOS CAMPOS,,,,,,
42565,267/2011,2011-09-23,2011-09-23,NULL,Acrescentar ao checklist do PA-23-160,,,,,,,,,,
42565,268/2011,2011-09-23,2011-09-23,NULL,Revisar suas práticas de supervisão das atividades aéreas e de manutenção das aeronaves,,,,,,,,,,
42565,269/2011,2011-09-23,2011-09-29,2012-12-14,Realizar vistoria de segurança de voo no Aeroclube de São José dos Campos,,,,,,,,,,
42565,270/2011,2011-09-23,2011-09-29,2012-05-23,Incrementar a fiscalização e o acompanhamento dos aeroclubes e escolas de aviação,,,,,,,,,,
42449,176/2011,2011-01-08,2011-08-25,2011-09-23,Divulgar o presente relatório final,,,,,,,,,,
42449,177/2011,2011-01-08,2011-01-08,NULL,Divulgar o conteúdo do Relatório Final deste acidente aos operadores de aeronave R44 de sua área de atuação.,IMPLEMENTADA,SERIPA-2,SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
42449,177/2011,2011-01-08,2011-01-08,NULL,Divulgar o conteúdo do Relatório Final deste acidente aos operadores de aeronave R44 de sua área de atuação.,IMPLEMENTADA,SERIPA-3,TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
42449,177/2011,2011-01-08,2011-01-08,NULL,Divulgar o conteúdo do Relatório Final deste acidente aos operadores de aeronave R44 de sua área de atuação.,IMPLEMENTADA,SERIPA-4,QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
42449,177/2011,2011-01-08,2011-01-08,NULL,Divulgar o conteúdo do Relatório Final deste acidente aos operadores de aeronave R44 de sua área de atuação.,IMPLEMENTADA,SERIPA-6,SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
42449,177/2011,2011-01-08,2011-01-08,NULL,Divulgar o conteúdo do Relatório Final deste acidente aos operadores de aeronave R44 de sua área de atuação.,IMPLEMENTADA,SERIPA-7,SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
42449,177/2011,2011-01-08,2011-01-08,2011-10-24,Divulgar o conteúdo do Relatório Final deste acidente aos operadores de aeronave R44 de sua área de atuação.,IMPLEMENTADA,SERIPA-1,PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
42449,177/2011,2011-01-08,2011-01-08,2011-01-11,Divulgar o conteúdo do Relatório Final deste acidente aos operadores de aeronave R44 de sua área de atuação.,IMPLEMENTADA,SERIPA-5,QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
42427,IG-523/CENIPA/2017 - 01,2018-09-24,2018-11-21,2022-03-29,Analisar o manual de manutenção das aeronaves PA-28R 201,,,,,,,,,,
42388,104/D/11,2011-07-21,2011-09-08,NULL,Revisar o programa de treinamento de instrutores,,,,,,,,,,
42387,234/2011,2011-08-29,2011-09-29,2011-10-31,Divulgar o presente relatório final aos operadores da Aviação Geral,,,,,,,,,,
42386,A-512/CENIPA/2016 - 01,2017-05-26,2017-01-06,2018-04-01,Realizar gestões junto à Passaredo Linhas Aéreas,,,,,,,,,,
42386,A-512/CENIPA/2016 - 02,2017-05-26,2017-01-06,2018-04-01,Realizar gestões junto à Passaredo Linhas Aéreas,,,,,,,,,,
42386,A-512/CENIPA/2016 - 03,2017-05-26,2017-01-06,2018-04-01,Realizar gestões junto à Passaredo Linhas Aéreas,,,,,,,,,,
42287,235/D/11,2011-08-29,2011-08-29,NULL,Prover meios para supervisão dos serviços de manutenção em aeronaves,,,,,,,,,,
42287,236/2011,2011-08-29,2011-09-29,2011-10-31,Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de Táxi-Aéreo,,,,,,,,,,
42250,015/2012,2012-02-22,2012-02-22,2012-12-12,Rever as autorizações contidas nas Especificações Operativas da empresa Oceanair Táxi-Aéreo Ltda.,,,,,,,,,,
42250,016/2012,2012-02-22,2012-02-22,2012-12-12,Reavaliar a aceitação do conteúdo do MGO da Oceanair Táxi-Aéreo Ltda.,,,,,,,,,,
42250,017/2012,2012-02-22,2012-02-22,2014-04-28,Reavaliar a aceitação do conteúdo do MGO da Oceanair Táxi Aéreo Ltda.,,,,,,,,,,
42250,018/2012,2012-02-22,2012-02-22,2012-12-12,Supervisionar a empresa Oceanair Táxi-Aéreo Ltda. quanto ao desenvolvimento e implantação dos procedimentos especiais previstos em seu MGO e outros procedimentos específicos (SOP),,,,,,,,,,
42250,019/2012,2012-02-22,2012-02-22,2012-12-12,Avaliar o conteúdo do treinamento ministrado aos tripulantes da Oceanair Táxi-Aéreo Ltda.,,,,,,,,,,
42250,020/2012,2012-02-22,2012-02-22,2012-12-12,Realizar estudo visando a uma possível inclusão de requisito na seção RBAC 135.63,,,,,,,,,,
42250,021/2012,2012-02-22,2012-02-22,2014-10-04,Realizar auditoria especial na empresa Target Aviação Ltda. a fim de verificar a adequação dos meios e dos procedimentos de manutenção empregados na manutenção de componentes aeronáuticos e de aeronaves,,,,,,,,,,
42250,022/2012,2012-02-22,2012-02-22,2014-01-21,Realizar auditoria especial na empresa Lanceair Comércio e Serviços Aeronáuticos Ltda.,,,,,,,,,,
42250,023/2012,2012-02-22,2012-02-22,NULL,Proceder à revisão das atribuições do responsável pelo setor de manutenção da empresa,,,,,,,,,,
42250,024/2012,2012-02-22,2012-02-22,NULL,Adotar medidas para assegurar que o pessoal que utiliza os manuais da empresa seja proficiente na leitura e compreensão do(s) idioma(s) utilizados.,***,OCEANAIR-TPX,OCEANAIR TÁXI AÉREO,,,,,,,
42250,025/2012,2012-02-22,2012-02-22,NULL,Desenvolver Listas de Equipamentos Mínimos (MEL) para os modelos de aeronaves de sua frota,,,,,,,,,,
42250,026/2012,2012-02-22,2012-02-22,NULL,Desenvolver o Manual de Procedimentos Especiais (MPE) previsto em seu MGO e demais procedimentos específicos (SOP),,,,,,,,,,
42250,027/2012,2012-02-22,2012-02-22,NULL,Adotar procedimentos com a finalidade de reduzir a possibilidade de outros ocupantes das aeronaves interferirem na atenção dos pilotos durante a execução dos procedimentos nas diversas fases de voo.,***,OCEANAIR-TPX,OCEANAIR TÁXI AÉREO,,,,,,,
42250,028/2012,2012-02-22,2012-02-22,NULL,Definir perfis para contratação de pilotos compatíveis com o tipo de operação desenvolvida pela empresa e com o nível de treinamento a ser proporcionado.,***,OCEANAIR-TPX,OCEANAIR TÁXI AÉREO,,,,,,,
42250,029/2012,2012-02-22,2012-02-22,NULL,Avaliar possíveis lacunas instrucionais que possam ter contribuído para a ausência de eficácia do treinamento ministrado,,,,,,,,,,
42250,030/2012,2012-02-22,2012-01-03,NULL,Enriquecer o conteúdo do treinamento com procedimentos padronizados pela empresa,,,,,,,,,,
42250,031/2012,2012-02-22,2012-02-22,NULL,Reforçar o treinamento de CRM e a padronização estabelecida nos procedimentos específicos.,***,OCEANAIR-TPX,OCEANAIR TÁXI AÉREO,,,,,,,
42250,032/2012,2012-02-22,2012-02-22,NULL,Estabelecer e prover meios para o acompanhamento e aferição do desempenho dos pilotos para promover um adequado gerenciamento das tripulações e retroalimentar o sistema de treinamento quanto a possíveis lacunas instrucionais existentes.,***,OCEANAIR-TPX,OCEANAIR TÁXI AÉREO,,,,,,,
42250,033/2012,2012-02-22,2012-02-22,NULL,Estabelecer e manter um sistema continuado de análise e supervisão da execução e da eficiência de seu programa de inspeções e de seus programas de manutenção,,,,,,,,,,
42071,259/2011,2011-09-23,2011-09-29,2012-08-16,Realizar vistoria de segurança de voo na empresa Fretax Táxi Aéreo Ltda.,,,,,,,,,,
42071,260/2011,2011-09-23,2011-09-29,2014-10-27,Realizar vistoria de segurança de voo na empresa LMP Manutenção de Aeronaves Ltda.,,,,,,,,,,
42071,261/2011,2011-09-23,2011-09-29,2014-10-27,Realizar vistoria de segurança de voo na empresa Air Turbine Serviços Aeronáuticos Ltda.,,,,,,,,,,
42071,262/2011,2011-09-23,2011-09-29,2012-09-19,Realizar vistoria de segurança de voo na empresa Airspeed Serviços Aeronáuticos Ltda.,,,,,,,,,,
42071,263/2011,2011-09-23,2011-09-29,2015-10-28,"""Analisar a possibilidade de emissão de uma Diretriz de Aeronavegabilidade tornando a prática de manutenção",,,," que discorrem sobre """"""""Danos de descarga elétrica no rolamento nº1"""""""""," de cumprimento obrigatório."""""";IMPLEMENTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL",,,,,
42071,264/2011,2011-09-23,2011-09-23,NULL,"""Divulgar o presente relatório aos Parques de Material Aeronáutico de Lagoa Santa e dos Afonsos",,,, SNL 07-16, emitida pela Cessna Aircraft, em 26NOV2007," que discorrem sobre """"""""Danos de descarga elétrica no rolamento nº1""""""""."""""";***;CENIPA;CENTRO DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS",,,
42001,A-516/CENIPA/2015 – 001,2015-06-06,2015-08-21,2016-09-14,Atuar junto à Skydive Vera Cruz Ltda. de modo a garantir a correta escrituração das cadernetas de célula,,,,,,,,,,
41960,A-581/CENIPA/2014 - 01,2014-10-29,2014-12-15,2016-05-24,Tendo em vista os fatos observados e relatados neste relatório,,,,,,,,,,
41917,103/2011,2011-07-21,2011-01-08,2011-09-16,Divulgar o presente relatório aos operadores e pilotos de aeronaves operadas segundo o RBHA 91.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
41900,A-035/CENIPA/2013 - RSV 001,2013-12-12,2014-12-02,2017-08-31,Realizar consulta junto ao certificador primário e fabricante da aeronave sobre a necessidade e a viabilidade de estudo para inclusão de Ensaios Não Destrutivos no programa de manutenção do helicóptero,,,,,,,,,,
41900,A-035/CENIPA/2013 - RSV 002,2013-12-12,2014-12-02,2014-03-26,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
41900,A-035/CENIPA/2013 - RSV 003,2013-12-12,2014-12-02,NULL,Divulgar o conteúdo do presente relatório durante a realização de seminários,,,,,,,,,,
41898,IG-562/CENIPA/2016 - 01,2017-05-26,2017-01-06,2017-09-19,Atuar junto ao Aeroclube,,,,,,,,,,
41898,IG-562/CENIPA/2016 - 02,2017-05-26,2017-01-06,2017-09-19,Verificar junto ao Aeroclube a adequação do setor responsável para tratar do gerenciamento da segurança operacional.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
41850,076/2011,2011-06-30,2011-01-08,2011-12-09,Adotar mecanismo para a divulgação deste relatório aos operadores de aeronaves que operam segundo o RBHA 91,,,,,,,,,,
41837,145/D/11,2011-07-21,2011-10-20,NULL,Incluir,,,,,,,,,,
41837,146/D/11,2011-07-21,2011-10-20,NULL,Instituir documento estabelecendo limites para suas operações,,,,,,,,,,
41837,147/D/11,2011-07-21,2011-10-20,NULL,Adotar mecanismos visando à realização de treinamento em simuladores de voo,,,,,,,,,,
41837,148/D/11,2011-07-21,2011-10-20,NULL,Adotar mecanismos visando à melhoria de sua supervisão gerencial,,,,,,,,,,
41837,149/D/11,2011-07-21,2011-10-20,NULL,Incluir,,,,,,,,,,
41837,150/D/11,2011-07-21,2011-10-20,NULL,Incluir,,,,,,,,,,
41837,151/D/11,2011-07-21,2011-10-20,NULL,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
41837,152/D/11,2011-07-21,2011-08-25,2011-09-23,Divulgar os ensinamentos colhidos na presente investigação aos operadores policiais,,,,,,,,,,
41834,254/2011,2011-09-23,2011-09-29,2014-10-27,Realizar Vistoria de Segurança de Voo na oficina Agro Aérea Vila Velha Ltda.,,,,,,,,,,
41834,255/2011,2011-09-23,2011-09-29,2011-11-16,Adotar mecanismos para a divulgação dos ensinamentos contidos na presente investigação aos aeroclubes e às empresas de manutenção aeronáutica,,,,,,,,,,
41834,256/2011,2011-09-23,2011-09-23,NULL,Aperfeiçoar o acompanhamento e a supervisão dos processos relativos à manutenção das aeronaves,,,,,,,,,,
41834,257/2011,2011-09-23,2011-09-23,NULL,Divulgar o conteúdo da presente investigação aos seus funcionários,,,,,,,,,,
41834,258/2011,2011-09-23,2011-09-23,NULL,Revisar os procedimentos de manutenção do motor da aeronave AB-115,,,,,,,,,,
41829,A - 506/CENIPA/2015 – 001,2015-07-21,2015-08-21,2016-07-07,Atuar,,,,,,,,,,
41829,A - 506/CENIPA/2015 – 002,2015-07-21,2015-08-21,2015-12-17,Estudar a viabilidade de criar uma legislação específica ou modificar a existente a fim de garantir o treinamento periódico para tripulantes de operadores da Administração Pública Direta,,,,,,,,,,
41789,230/2011,2011-08-29,2011-09-29,2014-07-17,1)Reforçar junto aos seus checadores a necessidade de,,,,,,,,,,
41789,231/2011,2011-08-29,2011-09-29,2014-07-17,Reforçar junto aos seus checadores a necessidade de verificar a proficiência dos pilotos checados quanto ao planejamento dos voos,,,,,,,,,,
41789,232/2011,2011-08-29,2011-09-29,2014-10-27,Realizar uma vistoria de segurança de voo na oficina Nacional Manutenção de Aeronaves Ltda.,,,,,,,,,,
41789,233/2011,2011-08-29,2011-09-29,2012-09-19,Enfatizar junto aos proprietários e operadores de aeronaves a sua responsabilidade no que tange à supervisão da condição de aeronavegabilidade de seus equipamentos.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
41751,403/2011,2011-12-21,2012-06-02,NULL,Reciclar seus instrutores e alunos quanto aos procedimentos de controle de combustível em voo,,,,,,,,,,
41751,404/2011,2011-12-21,2012-06-02,2012-03-05,Divulgar o relatório aos operadores de aeronave 56-C-1.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
41751,405/2011,2011-12-21,2011-12-21,NULL,Divulgar o presente relatório final aos aeroclubes e escolas de aviação de suas áreas de atuação.,IMPLEMENTADA,SERIPA-2,SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
41751,405/2011,2011-12-21,2011-12-21,NULL,Divulgar o presente relatório final aos aeroclubes e escolas de aviação de suas áreas de atuação.,IMPLEMENTADA,SERIPA-3,TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
41751,405/2011,2011-12-21,2011-12-21,NULL,Divulgar o presente relatório final aos aeroclubes e escolas de aviação de suas áreas de atuação.,IMPLEMENTADA,SERIPA-4,QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
41751,405/2011,2011-12-21,2011-12-21,NULL,Divulgar o presente relatório final aos aeroclubes e escolas de aviação de suas áreas de atuação.,IMPLEMENTADA,SERIPA-5,QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
41751,405/2011,2011-12-21,2011-12-21,NULL,Divulgar o presente relatório final aos aeroclubes e escolas de aviação de suas áreas de atuação.,IMPLEMENTADA,SERIPA-6,SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS,,,,,,,
